LCE6A	IPR031716
RBL1	IPR028310
RBL1	IPR013763
RBL1	IPR028309
RBL1	IPR002720
RBL1	IPR015030
GRN	IPR000118
PTPRM	IPR003599
PTPRM	IPR007110
PTPRM	IPR013783
PTPRM	IPR000998
PTPRM	IPR016130
PTPRM	IPR029021
PTPRM	IPR003961
PTPRM	IPR003595
PTPRM	IPR013320
PTPRM	IPR000387
PTPRM	IPR013151
PTPRM	IPR000242
LAP3	IPR000819
LAP3	IPR011356
LAP3	IPR008283
LAP3	IPR023042
HSD11B1	IPR002347
HSD11B1	IPR016040
HSD11B1	IPR020904
CD34	IPR008083
CD34	IPR013836
CD38	IPR033567
CD38	IPR003193
TNFRSF8	IPR001368
TNFRSF8	IPR020416
TNFRSF8	IPR034002
CD1B	IPR007110
CD1B	IPR013783
CD1B	IPR011161
CD1B	IPR003597
CD1B	IPR011162
CD1C	IPR007110
CD1C	IPR013783
CD1C	IPR011161
CD1C	IPR003597
CD1C	IPR011162
S100A2	IPR018247
S100A2	IPR013787
S100A2	IPR011992
S100A2	IPR001751
S100A2	IPR034325
S100A2	IPR002048
PTPN4	IPR001478
PTPN4	IPR016130
PTPN4	IPR012151
PTPN4	IPR019749
PTPN4	IPR019748
PTPN4	IPR019747
PTPN4	IPR003595
PTPN4	IPR029071
PTPN4	IPR014847
PTPN4	IPR014352
PTPN4	IPR029021
PTPN4	IPR018979
PTPN4	IPR011993
PTPN4	IPR000387
PTPN4	IPR000242
PTPN4	IPR018980
PTPN4	IPR000299
GTF2E1	IPR021600
GTF2E1	IPR013137
GTF2E1	IPR024550
GTF2E1	IPR017919
GTF2E1	IPR011991
GTF2E1	IPR002853
GTF2E2	IPR016656
GTF2E2	IPR003166
GTF2E2	IPR011991
PCSK1	IPR023828
PCSK1	IPR023827
PCSK1	IPR000209
PCSK1	IPR002884
PCSK1	IPR034182
PCSK1	IPR022005
PCSK1	IPR022398
PCSK1	IPR008979
PCSK1	IPR032815
PCSK1	IPR009020
PCSK1	IPR015500
PCSK6	IPR010909
PCSK6	IPR008979
PCSK6	IPR006212
PCSK6	IPR009030
PCSK6	IPR000209
PCSK6	IPR023828
PCSK6	IPR002884
PCSK6	IPR034182
PCSK6	IPR023827
PCSK6	IPR022398
PCSK6	IPR000742
PCSK6	IPR032778
PCSK6	IPR009020
PCSK6	IPR015500
PCSK6	IPR032815
IMPA1	IPR020552
IMPA1	IPR020550
IMPA1	IPR000760
IMPA1	IPR020583
IMPA1	IPR033942
CTGF	IPR006207
CTGF	IPR012395
CTGF	IPR009030
CTGF	IPR006208
CTGF	IPR017891
CTGF	IPR001007
CTGF	IPR000884
CTGF	IPR000867
EPHA2	IPR013783
EPHA2	IPR017441
EPHA2	IPR034263
EPHA2	IPR008979
EPHA2	IPR000719
EPHA2	IPR009030
EPHA2	IPR003961
EPHA2	IPR013761
EPHA2	IPR001426
EPHA2	IPR008266
EPHA2	IPR001090
EPHA2	IPR027936
EPHA2	IPR001660
EPHA2	IPR011641
EPHA2	IPR016257
EPHA2	IPR001245
EPHA2	IPR020635
EPHA2	IPR011009
EPHA3	IPR013783
EPHA3	IPR034266
EPHA3	IPR011009
EPHA3	IPR008979
EPHA3	IPR000719
EPHA3	IPR009030
EPHA3	IPR003961
EPHA3	IPR013761
EPHA3	IPR017441
EPHA3	IPR001426
EPHA3	IPR008266
EPHA3	IPR001090
EPHA3	IPR027936
EPHA3	IPR001660
EPHA3	IPR011641
EPHA3	IPR001245
EPHA3	IPR020635
EPHA3	IPR016257
EPHA8	IPR013783
EPHA8	IPR017441
EPHA8	IPR011009
EPHA8	IPR008979
EPHA8	IPR000719
EPHA8	IPR008266
EPHA8	IPR003961
EPHA8	IPR013761
EPHA8	IPR020691
EPHA8	IPR001426
EPHA8	IPR001090
EPHA8	IPR027936
EPHA8	IPR001660
EPHA8	IPR011641
EPHA8	IPR001245
EPHA8	IPR020635
EPHA8	IPR016257
EPHB2	IPR034238
EPHB2	IPR017441
EPHB2	IPR011009
EPHB2	IPR008979
EPHB2	IPR000719
EPHB2	IPR009030
EPHB2	IPR003961
EPHB2	IPR013761
EPHB2	IPR013783
EPHB2	IPR001426
EPHB2	IPR008266
EPHB2	IPR001090
EPHB2	IPR027936
EPHB2	IPR001660
EPHB2	IPR011641
EPHB2	IPR001245
EPHB2	IPR020635
EPHB2	IPR016257
PTPN6	IPR016130
PTPN6	IPR012152
PTPN6	IPR029021
PTPN6	IPR000980
PTPN6	IPR003595
PTPN6	IPR000387
PTPN6	IPR000242
SHC1	IPR006019
SHC1	IPR000980
SHC1	IPR029586
SHC1	IPR011993
SHC1	IPR006020
TACR3	IPR017452
TACR3	IPR000276
TACR3	IPR001681
TACR3	IPR001013
MPG	IPR011034
MPG	IPR003180
CRABP2	IPR031281
CRABP2	IPR031259
CRABP2	IPR000463
CRABP2	IPR000566
CRABP2	IPR012674
ARID4A	IPR000953
ARID4A	IPR012603
ARID4A	IPR016197
ARID4A	IPR001606
ARID4A	IPR002999
ARID4A	IPR025995
KDM5A	IPR003349
KDM5A	IPR019787
KDM5A	IPR019786
KDM5A	IPR004198
KDM5A	IPR011011
KDM5A	IPR013083
KDM5A	IPR003347
KDM5A	IPR001606
KDM5A	IPR001965
KDM5A	IPR013637
LTK	IPR011009
LTK	IPR002011
LTK	IPR000719
LTK	IPR008266
LTK	IPR001245
LTK	IPR017441
LTK	IPR020635
S100G	IPR018247
S100G	IPR013787
S100G	IPR011992
S100G	IPR001751
S100G	IPR034325
S100G	IPR002048
S100G	IPR028489
COL4A5	IPR008160
COL4A5	IPR001442
COL4A5	IPR016187
TKT	IPR029061
TKT	IPR009014
TKT	IPR005474
TKT	IPR005475
TKT	IPR020826
TKT	IPR033248
IL12A	IPR009079
IL12A	IPR004281
IL12B	IPR007110
IL12B	IPR013783
IL12B	IPR003598
IL12B	IPR003961
IL12B	IPR019482
IL12B	IPR003530
IL12B	IPR015528
CASP1	IPR029030
CASP1	IPR016129
CASP1	IPR002138
CASP1	IPR001315
CASP1	IPR015917
CASP1	IPR033139
CASP1	IPR001309
CASP1	IPR011029
NOS3	IPR017927
NOS3	IPR029039
NOS3	IPR008254
NOS3	IPR001433
NOS3	IPR017938
NOS3	IPR004030
NOS3	IPR001094
NOS3	IPR003097
NOS3	IPR012144
NOS3	IPR001709
NOS1	IPR001478
NOS1	IPR017927
NOS1	IPR029039
NOS1	IPR008254
NOS1	IPR001433
NOS1	IPR017938
NOS1	IPR004030
NOS1	IPR001094
NOS1	IPR003097
NOS1	IPR012144
NOS1	IPR001709
SERPINB	IPR023795
SERPINB	IPR000215
SERPINB	IPR023796
LMOD1	IPR003124
LMOD1	IPR032675
LMOD1	IPR004934
LMOD1	IPR030136
RBMS1	IPR000504
RBMS1	IPR002343
RBMS1	IPR034404
PML	IPR017907
PML	IPR000315
PML	IPR001841
PML	IPR013083
PML	IPR021978
TYK2	IPR000980
TYK2	IPR011009
TYK2	IPR019749
TYK2	IPR019748
TYK2	IPR008266
TYK2	IPR020635
TYK2	IPR001245
TYK2	IPR000719
TYK2	IPR014352
TYK2	IPR017441
TYK2	IPR011993
TYK2	IPR016045
TYK2	IPR016251
TYK2	IPR000299
SERPINA4	IPR023795
SERPINA4	IPR000215
SERPINA4	IPR023796
EEF1D	IPR014717
EEF1D	IPR014038
EEF1D	IPR001326
EEF1D	IPR018940
OAS2	IPR006116
OAS2	IPR006117
OAS2	IPR026774
OAS2	IPR002934
OAS2	IPR018952
CRABP1	IPR000566
CRABP1	IPR031259
CRABP1	IPR000463
CRABP1	IPR031279
CRABP1	IPR012674
PDHA2	IPR029061
PDHA2	IPR001017
PDHA2	IPR017597
CD40LG	IPR008983
CD40LG	IPR021184
CD40LG	IPR003263
CD40LG	IPR006052
MARCKS	IPR002101
AQP1	IPR000425
AQP1	IPR023271
AQP1	IPR034294
AQP1	IPR023274
AQP1	IPR022357
CNGA1	IPR005821
CNGA1	IPR014710
CNGA1	IPR018488
CNGA1	IPR032406
CNGA1	IPR018490
CNGA1	IPR000595
CNGA1	IPR032945
GNA11	IPR027417
GNA11	IPR000654
GNA11	IPR001019
GNA11	IPR011025
ALDH4A1	IPR029510
ALDH4A1	IPR005931
ALDH4A1	IPR015590
ALDH4A1	IPR016162
ALDH4A1	IPR016160
ALDH4A1	IPR016161
ERP29	IPR011679
ERP29	IPR016855
ERP29	IPR012336
ERP29	IPR012883
PRDX6	IPR013766
PRDX6	IPR000866
PRDX6	IPR019479
PRDX6	IPR024706
PRDX6	IPR012336
BLVRB	IPR016040
PRDX5	IPR013766
PRDX5	IPR013740
PRDX5	IPR012336
DDT	IPR001398
DDT	IPR014347
DDT	IPR019829
GCHFR	IPR009112
ATP5D	IPR020547
ATP5D	IPR001469
ATP5D	IPR020546
RPL12	IPR020785
RPL12	IPR020784
RPL12	IPR020783
RPL12	IPR000911
CMPK1	IPR027417
CMPK1	IPR000850
CMPK1	IPR006266
CMPK1	IPR033690
PEBP1	IPR008914
PEBP1	IPR001858
PDIA3	IPR017937
PDIA3	IPR005788
PDIA3	IPR005792
PDIA3	IPR012336
PDIA3	IPR013766
PPP2R1A	IPR021133
PPP2R1A	IPR000357
PPP2R1A	IPR016024
PPP2R1A	IPR011989
PPP2R1A	IPR031090
PPP2R1B	IPR021133
PPP2R1B	IPR000357
PPP2R1B	IPR016024
PPP2R1B	IPR011989
CD6	IPR017448
CD6	IPR001190
CDC27	IPR001440
CDC27	IPR013026
CDC27	IPR019734
CDC27	IPR011990
FCER1G	IPR021663
FCER1G	IPR003110
CCND2	IPR013763
CCND2	IPR004367
CCND2	IPR006671
CCND2	IPR015451
CCND3	IPR013763
CCND3	IPR004367
CCND3	IPR006671
CCND3	IPR015451
WEE1	IPR017441
WEE1	IPR008271
WEE1	IPR011009
WEE1	IPR017164
WEE1	IPR000719
MIP	IPR000425
MIP	IPR023271
MIP	IPR034294
MIP	IPR022357
CDC25A	IPR001763
CDC25A	IPR000751
CDC25B	IPR001763
CDC25B	IPR000751
CDC25C	IPR001763
CDC25C	IPR000751
TM4SF1	IPR008661
BDKRB2	IPR001504
BDKRB2	IPR017452
BDKRB2	IPR000496
BDKRB2	IPR000276
NKTR	IPR002130
NKTR	IPR024936
NKTR	IPR020892
NKTR	IPR029000
NMT1	IPR000903
NMT1	IPR016181
NMT1	IPR022676
NMT1	IPR022677
NMT1	IPR022678
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-C	IPR007110
HLA-C	IPR013783
HLA-C	IPR001039
HLA-C	IPR003597
HLA-C	IPR010579
HLA-C	IPR003006
HLA-C	IPR011162
HLA-C	IPR011161
HLA-F	IPR007110
HLA-F	IPR013783
HLA-F	IPR001039
HLA-F	IPR003597
HLA-F	IPR003006
HLA-F	IPR011162
HLA-F	IPR011161
HLA-A	IPR007110
HLA-A	IPR013783
HLA-A	IPR001039
HLA-A	IPR003597
HLA-A	IPR010579
HLA-A	IPR003006
HLA-A	IPR011162
HLA-A	IPR011161
AVPR2	IPR000161
AVPR2	IPR017452
AVPR2	IPR000276
AVPR2	IPR001817
HMOX2	IPR002051
HMOX2	IPR016053
HMOX2	IPR018207
HMOX2	IPR016084
ADSS	IPR027417
ADSS	IPR033128
ADSS	IPR027529
ADSS	IPR001114
ADSS	IPR018220
AXL	IPR003599
AXL	IPR007110
AXL	IPR013783
AXL	IPR011009
AXL	IPR000719
AXL	IPR008266
AXL	IPR003961
AXL	IPR001245
AXL	IPR017441
AXL	IPR020635
SLC6A1	IPR002980
SLC6A1	IPR000175
CHRNA5	IPR002394
CHRNA5	IPR018000
CHRNA5	IPR006029
CHRNA5	IPR006202
CHRNA5	IPR006201
LRPAP1	IPR010483
LRPAP1	IPR009066
TSPO	IPR030164
TSPO	IPR004307
ADORA1	IPR000276
ADORA1	IPR017452
ADORA1	IPR001068
ADORA1	IPR001634
GRPR	IPR001966
GRPR	IPR001556
GRPR	IPR000276
GRPR	IPR017452
OXTR	IPR017452
OXTR	IPR000276
OXTR	IPR002062
OXTR	IPR001817
PKLR	IPR018209
PKLR	IPR015793
PKLR	IPR015795
PKLR	IPR011037
PKLR	IPR015813
PKLR	IPR001697
CLIP1	IPR032108
CLIP1	IPR000938
SRI	IPR002048
SRI	IPR018247
SRI	IPR011992
GNA15	IPR027417
GNA15	IPR000654
GNA15	IPR001019
GNA15	IPR011025
HLA-B	IPR007110
HLA-B	IPR013783
HLA-B	IPR001039
HLA-B	IPR003597
HLA-B	IPR010579
HLA-B	IPR003006
HLA-B	IPR011162
HLA-B	IPR011161
GSTT1	IPR012336
GSTT1	IPR004046
GSTT1	IPR010987
GSTT1	IPR004045
SERPINB	IPR023795
SERPINB	IPR000215
SERPINB	IPR023796
SERPINB	IPR015557
GCH1	IPR018234
GCH1	IPR020602
GCH1	IPR001474
SSTR1	IPR001116
SSTR1	IPR017452
SSTR1	IPR000276
SSTR1	IPR000586
SSTR2	IPR017452
SSTR2	IPR000276
SSTR2	IPR002074
SSTR2	IPR000586
POLR2B	IPR007641
POLR2B	IPR015712
POLR2B	IPR007642
POLR2B	IPR007645
POLR2B	IPR007644
POLR2B	IPR007647
POLR2B	IPR007646
POLR2B	IPR007120
POLR2B	IPR007121
CHRNB4	IPR002394
CHRNB4	IPR018000
CHRNB4	IPR006029
CHRNB4	IPR006202
CHRNB4	IPR006201
HTR1F	IPR000450
HTR1F	IPR000276
HTR1F	IPR017452
HTR1F	IPR002231
OR1E1	IPR017452
OR1E1	IPR000276
OR1E1	IPR000725
OR10J1	IPR017452
OR10J1	IPR000276
OR10J1	IPR000725
GNRHR	IPR017452
GNRHR	IPR000276
GNRHR	IPR001658
GNRHR	IPR027982
CALCR	IPR017983
CALCR	IPR003287
CALCR	IPR017981
CALCR	IPR000832
CALCR	IPR001688
CALCR	IPR001879
NTSR1	IPR017452
NTSR1	IPR003984
NTSR1	IPR000276
NTSR1	IPR003985
NTS	IPR008055
LCN1	IPR000566
LCN1	IPR012674
LCN1	IPR002450
SDHA	IPR015939
SDHA	IPR027477
SDHA	IPR023753
SDHA	IPR014006
SDHA	IPR003953
SDHA	IPR003952
SDHA	IPR011281
CORO1A	IPR015048
CORO1A	IPR015049
CORO1A	IPR001680
CORO1A	IPR029508
CORO1A	IPR015943
CORO1A	IPR019775
CORO1A	IPR011042
CORO1A	IPR015505
CORO1A	IPR017986
GDI1	IPR023753
GDI1	IPR000806
GDI1	IPR018203
S100A7	IPR018247
S100A7	IPR013787
S100A7	IPR011992
S100A7	IPR001751
S100A7	IPR034325
S100A7	IPR002048
S100A7	IPR028477
MAPK4	IPR017441
MAPK4	IPR008271
MAPK4	IPR011009
MAPK4	IPR008350
MAPK4	IPR000719
MAT2A	IPR022636
MAT2A	IPR022631
MAT2A	IPR022630
MAT2A	IPR022628
MAT2A	IPR022629
MAT2A	IPR002133
SRD5A2	IPR001104
SRD5A2	IPR016636
HOXD3	IPR001827
HOXD3	IPR025281
HOXD3	IPR009057
HOXD3	IPR017970
HOXD3	IPR001356
HOXD3	IPR020479
HOXA10	IPR020479
HOXA10	IPR009057
HOXA10	IPR017970
HOXA10	IPR001356
HOXA6	IPR001827
HOXA6	IPR017995
HOXA6	IPR020479
HOXA6	IPR009057
HOXA6	IPR017970
HOXA6	IPR001356
HOXA7	IPR001827
HOXA7	IPR017995
HOXA7	IPR020479
HOXA7	IPR009057
HOXA7	IPR017970
HOXA7	IPR001356
HOXA9	IPR020479
HOXA9	IPR009057
HOXA9	IPR017970
HOXA9	IPR001356
HOXA9	IPR006711
HOXA9	IPR017112
HOXA11	IPR020479
HOXA11	IPR009057
HOXA11	IPR017970
HOXA11	IPR001356
HOXA11	IPR021918
HOXA13	IPR009057
HOXA13	IPR017970
HOXA13	IPR001356
HOXA13	IPR022067
HOXC8	IPR001827
HOXC8	IPR020479
HOXC8	IPR009057
HOXC8	IPR017970
HOXC8	IPR001356
HOXC8	IPR000047
HOXC9	IPR020479
HOXC9	IPR009057
HOXC9	IPR017970
HOXC9	IPR001356
HOXC9	IPR006711
HOXC9	IPR017112
HOXC12	IPR020479
HOXC12	IPR009057
HOXC12	IPR017970
HOXC12	IPR001356
HOXC13	IPR009057
HOXC13	IPR017970
HOXC13	IPR001356
HOXC13	IPR022067
HOXD11	IPR020479
HOXD11	IPR009057
HOXD11	IPR017970
HOXD11	IPR001356
HOXD11	IPR021918
PRKAR1B	IPR012198
PRKAR1B	IPR014710
PRKAR1B	IPR018488
PRKAR1B	IPR003117
PRKAR1B	IPR018490
PRKAR1B	IPR000595
PRKAR2B	IPR012198
PRKAR2B	IPR014710
PRKAR2B	IPR018488
PRKAR2B	IPR003117
PRKAR2B	IPR018490
PRKAR2B	IPR000595
CPS1	IPR017926
CPS1	IPR029062
CPS1	IPR006275
CPS1	IPR006274
CPS1	IPR002474
CPS1	IPR011607
CPS1	IPR011761
CPS1	IPR016185
CPS1	IPR013815
CPS1	IPR005480
CPS1	IPR005483
CPS1	IPR005479
RRM2	IPR033909
RRM2	IPR009078
RRM2	IPR030475
RRM2	IPR000358
CD52	IPR026643
SSTR4	IPR001512
SSTR4	IPR017452
SSTR4	IPR000276
SSTR4	IPR000586
CASQ1	IPR001393
CASQ1	IPR018233
CASQ1	IPR012336
SDC4	IPR030479
SDC4	IPR027789
SDC4	IPR001050
SDC4	IPR003585
TIA1	IPR034830
TIA1	IPR000504
TIA1	IPR034827
TIA1	IPR003954
TIA1	IPR034832
FMO4	IPR000960
FMO4	IPR023753
FMO4	IPR020946
FMO4	IPR002256
FMO3	IPR002255
FMO3	IPR000960
FMO3	IPR023753
FMO3	IPR020946
HIVEP2	IPR013087
HIVEP2	IPR013083
SLC5A2	IPR018212
SLC5A2	IPR001734
SLC6A6	IPR002434
SLC6A6	IPR000175
GABRA5	IPR006202
GABRA5	IPR006201
GABRA5	IPR001390
GABRA5	IPR006028
GABRA5	IPR006029
GABRA5	IPR018000
GABRA5	IPR005435
SLC6A4	IPR013086
SLC6A4	IPR000175
DNAJA1	IPR018253
DNAJA1	IPR002939
DNAJA1	IPR001305
DNAJA1	IPR001623
DNAJA1	IPR008971
DNAJA1	IPR012724
IL2RG	IPR003961
IL2RG	IPR013783
IL2RG	IPR015321
IL2RG	IPR003531
UQCRC1	IPR007863
UQCRC1	IPR011249
UQCRC1	IPR011765
HIBADH	IPR013328
HIBADH	IPR011548
HIBADH	IPR015815
HIBADH	IPR002204
HIBADH	IPR029154
HIBADH	IPR008927
HIBADH	IPR006115
HIBADH	IPR016040
ATIC	IPR002695
ATIC	IPR016193
ATIC	IPR011607
ATIC	IPR024051
HNRNPH1	IPR000504
HNRNPH1	IPR012996
CASP14	IPR033174
CASP14	IPR029030
CASP14	IPR002138
CASP14	IPR015917
CASP14	IPR033139
CASP14	IPR001309
YWHAB	IPR000308
YWHAB	IPR023409
YWHAB	IPR023410
SFN	IPR000308
SFN	IPR023409
SFN	IPR023410
STIP1	IPR006636
STIP1	IPR013026
STIP1	IPR019734
STIP1	IPR013105
STIP1	IPR011990
S100A11	IPR018247
S100A11	IPR013787
S100A11	IPR011992
S100A11	IPR028482
S100A11	IPR001751
S100A11	IPR002048
FCGR2B	IPR003599
FCGR2B	IPR007110
FCGR2B	IPR013783
FCGR2B	IPR003598
FCGR2C	IPR003599
FCGR2C	IPR007110
FCGR2C	IPR013783
FCGR2C	IPR003598
CEACAM8	IPR003599
CEACAM8	IPR007110
CEACAM8	IPR013783
CEACAM8	IPR013106
CEACAM8	IPR003598
L1CAM	IPR003599
L1CAM	IPR003598
L1CAM	IPR013783
L1CAM	IPR013098
L1CAM	IPR007110
L1CAM	IPR003961
L1CAM	IPR026966
INPP5B	IPR005135
INPP5B	IPR013783
INPP5B	IPR000300
INPP5B	IPR000198
INPP5B	IPR031896
INPP5B	IPR008936
PRDX2	IPR024706
PRDX2	IPR033046
PRDX2	IPR019479
PRDX2	IPR013766
PRDX2	IPR000866
PRDX2	IPR012336
ARRB2	IPR017864
ARRB2	IPR014753
ARRB2	IPR000698
ARRB2	IPR011022
ARRB2	IPR014756
ARRB2	IPR011021
GK	IPR000577
GK	IPR018485
GK	IPR018484
GK	IPR018483
GK	IPR005999
CCKAR	IPR017452
CCKAR	IPR000276
CCKAR	IPR009126
CCKAR	IPR015276
CCKAR	IPR000596
CCKBR	IPR017452
CCKBR	IPR000276
CCKBR	IPR009126
CCKBR	IPR000314
VIPR1	IPR017983
VIPR1	IPR017981
VIPR1	IPR000832
VIPR1	IPR001571
VIPR1	IPR001879
VIPR1	IPR001771
OTX1	IPR013851
OTX1	IPR009057
OTX1	IPR017970
OTX1	IPR001356
OTX1	IPR003025
OTX1	IPR003026
OTX2	IPR013851
OTX2	IPR009057
OTX2	IPR017970
OTX2	IPR001356
OTX2	IPR003022
OTX2	IPR003025
MC4R	IPR001908
MC4R	IPR017452
MC4R	IPR000276
MC4R	IPR000155
MC4R	IPR001671
CCR1	IPR000276
CCR1	IPR002236
CCR1	IPR000355
CCR1	IPR034321
CCR1	IPR017452
BRS3	IPR001556
BRS3	IPR001560
BRS3	IPR000276
BRS3	IPR017452
CCR7	IPR000276
CCR7	IPR017452
CCR7	IPR000355
CCR7	IPR001718
CHRNA3	IPR002394
CHRNA3	IPR018000
CHRNA3	IPR006029
CHRNA3	IPR006202
CHRNA3	IPR006201
GRK4	IPR000961
GRK4	IPR000239
GRK4	IPR011009
